target_id,rank,sep,simbad_identifier,ra,pm_ra,dec,pm_dec,ra_d,dec_d,plx,rv,z,magB,magV,sp_type
924,2,0.04,HD 77712,09:04:15.07246,61.10,+03:01:34.8959,-92.71,136.06280192,+03.02635997,17.78,3.50,0.000012,9.78,8.93,K1/2(V)
932,2,7.84,BD+03 2513B,11:31:23.1,~,+03:03:39,~,172.8462,+03.0608,~,~,~,~,12.0,~
945,2,1.62,TYC 532-314-2,21:20:55.840,132.7,+03:07:04.35,3.6,320.232667,+03.117875,~,~,~,10.74,9.93,~
947,2,0.09,HD 166285,18:09:54.01381,14.18,+03:07:11.3831,-192.66,272.47505755,+03.11982864,21.31,-14.12,-0.000047,6.16,5.69,F6V
947,3,6.81,HD 166285B,18:09:53.932,~,+03:07:04.72,~,272.474717,+03.117978,~,~,~,~,11.7,~
949,2,0.58,WDS J14153+0308AB,14:15:19.38,~,+03:07:52.6,~,213.83075,+03.13128,~,~,~,~,~,~
949,3,0.93,TYC 320-1239-1,14:15:19.394,-197.6,+03:07:52.88,50.2,213.830808,+03.131356,~,~,~,8.37,7.75,~
949,4,0.98,HD 124757,14:15:19.38658,-206.60,+03:07:52.9946,62.32,213.83077743,+03.13138738,24.65,-44.50,-0.000148,7.59,7.05,F8V
950,2,0.35,TYC 320-1239-1,14:15:19.394,-197.6,+03:07:52.88,50.2,213.830808,+03.131356,~,~,~,8.37,7.75,~
950,3,0.41,HD 124757,14:15:19.38658,-206.60,+03:07:52.9946,62.32,213.83077743,+03.13138738,24.65,-44.50,-0.000148,7.59,7.05,F8V
950,4,0.54,TYC 320-1239-2,14:15:19.357,-197.6,+03:07:52.18,50.2,213.830654,+03.131161,~,~,~,8.44,7.86,~
951,2,0.13,TYC 320-1239-1,14:15:19.394,-197.6,+03:07:52.88,50.2,213.830808,+03.131356,~,~,~,8.37,7.75,~
951,3,0.43,WDS J14153+0308AB,14:15:19.38,~,+03:07:52.6,~,213.83075,+03.13128,~,~,~,~,~,~
951,4,0.96,TYC 320-1239-2,14:15:19.357,-197.6,+03:07:52.18,50.2,213.830654,+03.131161,~,~,~,8.44,7.86,~
966,2,0.2,TYC 267-674-1,11:29:58.805,-52.3,+03:12:18.21,-61.1,172.495021,+03.205058,~,~,~,8.80,8.33,~
966,3,3.97,BD+04 2482B,11:29:58.86,~,+03:12:22.3,~,172.49525,+03.20619,~,~,~,~,10.8,~
967,2,0.4,TYC 267-674-1,11:29:58.805,-52.3,+03:12:18.21,-61.1,172.495021,+03.205058,~,~,~,8.80,8.33,~
967,3,3.78,BD+04 2482B,11:29:58.86,~,+03:12:22.3,~,172.49525,+03.20619,~,~,~,~,10.8,~
968,2,4.36,HD 99949,11:29:58.80682,-48.67,+03:12:18.4182,-36.92,172.49502840,+03.20511617,11.56,~,~,8.71,8.27,F5V
968,3,4.56,TYC 267-674-1,11:29:58.805,-52.3,+03:12:18.21,-61.1,172.495021,+03.205058,~,~,~,8.80,8.33,~
978,2,1.77,* gam Cet A,02:43:18.120,~,+03:14:10.20,~,040.825500,+03.236167,~,~,~,3.617,3.540,A2Vn
978,3,2.61,* gam Cet B,02:43:17.972,-146,+03:14:11.30,-145,040.824883,+03.236472,~,~,~,6.60,6.119,F4V
979,2,1.8,* gam Cet A,02:43:18.120,~,+03:14:10.20,~,040.825500,+03.236167,~,~,~,3.617,3.540,A2Vn
979,3,2.46,* gam Cet B,02:43:17.972,-146,+03:14:11.30,-145,040.824883,+03.236472,~,~,~,6.60,6.119,F4V
980,2,2.65,* gam Cet,02:43:18.03910,-146.10,+03:14:08.9390,-146.12,040.82516290,+03.23581638,40.97,-4.90,-0.000016,3.56,3.47,A2Vn+F4V
980,3,3.6,* gam Cet A,02:43:18.120,~,+03:14:10.20,~,040.825500,+03.236167,~,~,~,3.617,3.540,A2Vn
1002,2,0.34,** TOK 243,04:09:43.0,~,+03:19:22,~,062.4292,+03.3228,~,~,~,~,~,~
1010,2,9.5,QSO J2240+0321,22:40:30.234,~,+03:21:30.63,~,340.125975,+03.358508,~,227230,1.695,15.2,16.78,~
1018,2,0.34,IRAS 18183+0321,18:20:52.05,~,+03:22:38.1,~,275.21687,+03.37725,~,~,~,~,~,~
1022,2,3.86,TYC 58-166-1,03:09:09.8868,28.9,+03:23:44.654,-3.2,047.2911950,+03.3957372,~,~,~,11.26,10.450,F7
1022,3,4.49,[MMS97] RX J0309.1+0324S,03:09:10.0,~,+03:23:42,~,047.2917,+03.3950,~,~,~,~,11,~
1023,2,1.45,TYC 58-166-1,03:09:09.8868,28.9,+03:23:44.654,-3.2,047.2911950,+03.3957372,~,~,~,11.26,10.450,F7
1023,3,3.6,[MMS97] RX J0309.1+0324S,03:09:10.0,~,+03:23:42,~,047.2917,+03.3950,~,~,~,~,11,~
1046,2,9.72,HD 62323,07:43:31.10365,15.40,+03:29:09.1261,-80.97,115.87959854,+03.48586837,19.63,-18.40,-0.000061,7.534,7.021,F8V
1047,2,0.46,** LEP 33,08:49:12.5,~,+03:29:05,~,132.3021,+03.4847,~,~,~,~,~,~
1048,2,0.76,** STF 1134AB,07:43:31.09,~,+03:29:09.8,~,115.87954,+03.48606,~,~,~,~,~,~
1058,2,1.47,TYC 311-996-2,13:45:32.114,-36.2,+03:30:30.67,8.4,206.383808,+03.508519,~,~,~,11.02,10.17,~
1059,2,1.38,TYC 311-996-2,13:45:32.114,-36.2,+03:30:30.67,8.4,206.383808,+03.508519,~,~,~,11.02,10.17,~
1060,2,1.52,HD 119843,13:45:32.15184,-34.56,+03:30:29.2554,14.38,206.38396599,+03.50812651,10.42,-7.30,-0.000024,8.87,8.35,F6V
1066,2,6.09,BD+04 2537B,11:53:32.533,-71.1,+03:31:04.11,-223.6,178.385554,+03.517808,~,17.52,0.000058,11.72,10.83,~
1067,2,5.71,HD 103262,11:53:32.82194,-70.10,+03:30:59.7972,-226.74,178.38675809,+03.51661034,12.54,17.37,0.000058,10.90,10.11,K0
1068,2,0.22,BD+02 305A,01:59:12.394,258.8,+03:31:09.24,26.5,029.801642,+03.519233,~,~,~,12.43,10.95,M1V
1068,3,4.03,BD+02 305B,01:59:12.61,259.0,+03:31:11.4,26.0,029.80254,+03.51983,42.0 ,-9.48,-0.000032,13.4,12.47,M3V
1069,2,0.93,BD+02 305,01:59:12.37950,257.59,+03:31:09.2849,24.96,029.80158125,+03.51924582,32.11,-7.7,-0.000026,~,~,M1V+M3V
1069,3,3.18,BD+02 305B,01:59:12.61,259.0,+03:31:11.4,26.0,029.80254,+03.51983,42.0 ,-9.48,-0.000032,13.4,12.47,M3V
1070,2,3.65,BD+02 305A,01:59:12.394,258.8,+03:31:09.24,26.5,029.801642,+03.519233,~,~,~,12.43,10.95,M1V
1070,3,3.82,BD+02 305,01:59:12.37950,257.59,+03:31:09.2849,24.96,029.80158125,+03.51924582,32.11,-7.7,-0.000026,~,~,M1V+M3V
1072,2,3.32,CCDM J21048+0332ABPC,21:04:45.11849,10.48,+03:32:01.9000,-13.93,316.18799372,+03.53386112,12.22,4.80,0.000016,8.4,8.1,G0V
1072,3,3.43,ADS 14602 A,21:04:45.11,~,+03:32:02.0,~,316.18796,+03.53389,~,4.67,0.000016,~,~,~
1072,4,3.45,PMSC 20597+0308,21:04:45.1,~,+03:32:02,~,316.1879,+03.5339,~,~,~,~,~,~
1073,2,0.62,ADS 14602 A,21:04:45.11,~,+03:32:02.0,~,316.18796,+03.53389,~,4.67,0.000016,~,~,~
1073,3,0.67,PMSC 20597+0308,21:04:45.1,~,+03:32:02,~,316.1879,+03.5339,~,~,~,~,~,~
1073,4,4.03,CCDM J21048+0332BC,21:04:45.21,~,+03:31:57.6,~,316.18837,+03.53267,~,6.35,0.000021,~,9.6,~
1074,2,0.18,ADS 14602 A,21:04:45.11,~,+03:32:02.0,~,316.18796,+03.53389,~,4.67,0.000016,~,~,~
1074,3,0.32,PMSC 20597+0308,21:04:45.1,~,+03:32:02,~,316.1879,+03.5339,~,~,~,~,~,~
1074,4,4.51,CCDM J21048+0332BC,21:04:45.21,~,+03:31:57.6,~,316.18837,+03.53267,~,6.35,0.000021,~,9.6,~
1075,2,0.05,TYC 24-1159-1,01:26:53.553,7.5,+03:32:08.31,-17.8,021.723137,+03.535642,~,~,~,6.58,6.66,~
1075,3,6.41,BD+02 211B,01:26:53.2,~,+03:32:12,~,021.7217,+03.5367,~,~,~,~,8.6,F6Vp
1076,2,5.98,HD 8803,01:26:53.55176,5.55,+03:32:08.3281,-16.31,021.72313235,+03.53564669,6.02,20.30,0.000068,6.581,6.644,B9V
1076,3,6.01,TYC 24-1159-1,01:26:53.553,7.5,+03:32:08.31,-17.8,021.723137,+03.535642,~,~,~,6.58,6.66,~
1077,2,1.75,* 84 Vir A,13:43:03.712,-293.7,+03:32:16.45,-73.5,205.765467,+03.537903,~,~,~,6.599,5.423,G8III
1077,3,1.75,* 84 Vir,13:43:03.71143,-295.63,+03:32:16.4476,-73.00,205.76546429,+03.53790212,13.68,-41.54,-0.000139,6.47,5.36,G8III+G3IV
1078,2,0.06,* 84 Vir A,13:43:03.712,-293.7,+03:32:16.45,-73.5,205.765467,+03.537903,~,~,~,6.599,5.423,G8III
1078,3,1.44,* 84 Vir B,13:43:03.736,~,+03:32:15.11,~,205.765567,+03.537531,~,-42,-0.000140,8.93,8.23,G3IV
1079,2,1.85,* 84 Vir A,13:43:03.712,-293.7,+03:32:16.45,-73.5,205.765467,+03.537903,~,~,~,6.599,5.423,G8III
1079,3,3.04,* 84 Vir B,13:43:03.736,~,+03:32:15.11,~,205.765567,+03.537531,~,-42,-0.000140,8.93,8.23,G3IV
1094,2,7.49,BD+04 2370,10:41:02.02604,136.26,+03:35:46.6352,-129.96,160.25844182,+03.59628756,18.90,~,~,10.88,10.01,K2
1094,3,7.54,TYC 257-1149-1,10:41:02.022,129.6,+03:35:46.62,-132.3,160.258425,+03.596283,~,~,~,10.88,10.01,~
1095,2,0.1,BD+04 2370,10:41:02.02604,136.26,+03:35:46.6352,-129.96,160.25844182,+03.59628756,18.90,~,~,10.88,10.01,K2
1095,3,7.56,BD+04 2370B,10:41:02.46,132,+03:35:42.9,-133,160.26025,+03.59525,~,~,~,12.6,11.72,~
1098,2,0.18,ADS 3597 AB,05:00:33.93,~,+03:36:56.8,~,075.14137,+03.61578,~,~,~,~,~,~
1139,2,0.09,V* DP Cet,02:09:51.35476,24.44,+03:46:09.6506,-5.50,032.46397817,+03.76934738,12.58,~,~,7.01,6.79,A3III
1142,2,5.61,IRAS 05388+0345,05:41:26.4,~,+03:46:42,~,085.3601,+03.7783,~,~,~,~,~,~
1146,2,0.0,HD 200964b,21:06:39.84,~,+03:48:11.2,~,316.66600,+03.80311,~,~,~,~,~,~
1146,3,0.05,HD 200964,21:06:39.84239,94.99,+03:48:11.2280,50.47,316.66600997,+03.80311890,13.85,-71.69,-0.000239,7.379,6.487,G8IV
1148,2,7.3,RX J0632.6+0349,06:32:42.701,~,+03:48:45.00,~,098.177921,+03.812500,~,~,~,~,~,~
1150,2,0.06,HD 111484,12:49:34.82247,-78.56,+03:49:05.5567,-3.90,192.39509361,+03.81821019,12.80,-20.44,-0.000068,9.5,8.8,F+F
1150,3,8.93,HD 111484A,12:49:34.992,-80.2,+03:49:14.15,-2.6,192.395800,+03.820597,~,~,~,9.38,8.83,G0
1151,2,9.02,HD 111484B,12:49:34.821,-79.8,+03:49:05.59,-2.1,192.395087,+03.818219,~,~,~,9.35,8.808,G0
1151,3,9.04,HD 111484,12:49:34.82247,-78.56,+03:49:05.5567,-3.90,192.39509361,+03.81821019,12.80,-20.44,-0.000068,9.5,8.8,F+F
1164,2,3.58,1RXS J060308.6+035218,06:03:08.599,~,+03:52:18.01,~,090.785829,+03.871669,~,~,~,~,~,~
1172,2,0.06,TYC 238-1276-1,09:35:25.231,-49.1,+03:54:18.64,-83.0,143.855129,+03.905178,~,~,~,8.41,7.79,~
1172,3,8.26,BD+04 2213B,09:35:24.687,-53.9,+03:54:20.19,-72.0,143.852862,+03.905608,~,~,~,11.7,~,~
1173,2,8.14,TYC 238-1276-1,09:35:25.231,-49.1,+03:54:18.64,-83.0,143.855129,+03.905178,~,~,~,8.41,7.79,~
1173,3,8.15,HD 82994,09:35:25.23187,-48.90,+03:54:18.6612,-81.20,143.85513279,+03.90518366,21.26,60.20,0.000201,8.38,7.79,G3/5V
1182,2,0.15,** OSV 1,02:02:03.16,~,+03:56:25.1,~,030.51317,+03.94031,~,~,~,~,~,~
1185,2,4.61,1RXS J061526.9+035647,06:15:26.90,~,+03:56:47.5,~,093.86208,+03.94653,~,~,~,~,~,~
1200,2,0.13,* 73 Oph A,18:09:33.883,46.2,+03:59:35.87,-7.0,272.391179,+03.993297,~,~,~,6.31,5.92,~
1200,3,0.27,* 73 Oph B,18:09:33.904,46.2,+03:59:35.63,-7.0,272.391267,+03.993231,~,~,~,7.78,7.48,~
1205,2,0.18,** STF 789,05:45:01.80,~,+04:00:29.3,~,086.25750,+04.00814,~,~,~,~,~,~
1205,3,0.36,IRAS 05423+0359,05:45:01.81,~,+04:00:29.4,~,086.25754,+04.00817,~,~,~,~,~,~
1217,2,0.18,HAT-P-26b,14:12:37.54,~,+04:03:36.1,~,213.15642,+04.06003,~,~,~,~,~,~
1240,2,9.28,1RXS J223951.2+040651,22:39:51.204,~,+04:06:51.52,~,339.963350,+04.114311,~,~,~,~,~,~
1241,2,2.35,[BDB2003] G200.73-14.03,05:39:11.0,~,+04:07:18,~,084.7958,+04.1217,~,~,~,~,~,~
1242,2,0.07,HD 16086,02:35:10.50122,197.35,+04:07:24.9671,-110.12,038.79375506,+04.12360198,17.86,10.10,0.000034,8.692,8.17,F6/7V
1246,2,0.22,TYC 90-406-3,04:32:30.439,43.1,+04:08:22.08,-175.6,068.126829,+04.139467,~,~,~,12.69,11.49,~
1246,3,2.64,TYC 90-406-2,04:32:30.268,51.6,+04:08:21.70,-162.1,068.126117,+04.139361,~,~,~,~,13.21,~
1248,2,0.18,** A 2417,03:28:10.93,~,+04:09:07.4,~,052.04554,+04.15206,~,~,~,~,~,~
1254,2,0.73,BD+03 480,03:28:14.924,34.4,+04:09:47.36,-45.0,052.062183,+04.163156,~,~,~,10.0,9.49,G0
1254,3,1.13,BD+03 480B,03:28:14.975,44.7,+04:09:48.09,-34.1,052.062396,+04.163358,~,~,~,11.08,10.30,~
1255,2,1.91,HD 3972,00:42:23.23079,29.84,+04:09:59.6569,-42.73,010.59679496,+04.16657137,16.67,9.70,0.000032,8.19,7.74,F8V
1255,3,1.95,HD 3972A,00:42:23.230,27.2,+04:09:59.70,-38.4,010.596792,+04.166583,~,9.71,0.000032,8.280,7.799,F6V
1256,2,0.2,HD 3972A,00:42:23.230,27.2,+04:09:59.70,-38.4,010.596792,+04.166583,~,9.71,0.000032,8.280,7.799,F6V
1256,3,1.65,HD 3972B,00:42:23.183,27.2,+04:09:58.01,-38.4,010.596596,+04.166114,~,10.92,0.000036,10.45,9.62,G7V
1257,2,0.04,HD 3972,00:42:23.23079,29.84,+04:09:59.6569,-42.73,010.59679496,+04.16657137,16.67,9.70,0.000032,8.19,7.74,F8V
1257,3,1.83,HD 3972B,00:42:23.183,27.2,+04:09:58.01,-38.4,010.596596,+04.166114,~,10.92,0.000036,10.45,9.62,G7V
1268,2,0.03,* tet01 Ser,18:56:13.18150,36.23,+04:12:12.9124,23.15,284.05492290,+04.20358679,21.09,-48.70,-0.000162,4.79,4.62,A5V
1268,3,9.18,IRAS 18537+0408,18:56:12.9,~,+04:12:05,~,284.0536,+04.2014,~,~,~,~,~,~
1273,2,0.36,** STF 4031,16:40:38.67,~,+04:13:11.0,~,250.16113,+04.21972,~,~,~,~,~,~
1282,2,0.95,IRAS 19435+0407,19:45:57.36,~,+04:14:53.7,~,296.48900,+04.24825,~,~,~,~,~,~
1282,3,3.92,1RXS J194557.5+041451,19:45:57.50,~,+04:14:51.5,~,296.48958,+04.24764,~,~,~,~,~,~
1287,2,0.32,HD 175541b,18:55:40.90,~,+04:15:55.1,~,283.92042,+04.26531,~,~,~,~,~,~
1291,2,0.12,* eps Equ A,20:59:04.482,-102.0,+04:17:36.62,-152.0,314.768675,+04.293506,~,~,~,6.48,5.96,F5(V)
1291,3,0.92,* eps Equ B,20:59:04.422,-102.0,+04:17:36.82,-152.0,314.768425,+04.293561,~,~,~,6.77,6.31,F6(V)
1291,4,1.53,** STF 2737ABC,20:59:04.5,~,+04:17:38,~,314.7687,+04.2939,~,~,~,~,~,~
1291,5,1.86,1RXS J205904.6+041736,20:59:04.60,~,+04:17:36.0,~,314.76917,+04.29333,~,~,~,~,~,~
1292,2,8.91,1RXS J205904.6+041736,20:59:04.60,~,+04:17:36.0,~,314.76917,+04.29333,~,~,~,~,~,~
1292,3,9.49,** STF 2737ABC,20:59:04.5,~,+04:17:38,~,314.7687,+04.2939,~,~,~,~,~,~
1320,2,0.14,* 34 Peg A,22:26:37.388,291.5,+04:23:37.53,50.7,336.655783,+04.393758,~,~,~,6.37,5.81,F8IV-V
1320,3,2.83,* 34 Peg B,22:26:37.300,~,+04:23:35.04,~,336.655417,+04.393067,~,~,~,~,9.8,K4?
1322,2,0.04,HD 33636b,05:11:46.4490,~,+04:24:12.742,~,077.9435375,+04.4035394,~,~,~,~,~,M6V
1332,2,0.27,* 37 Peg A,22:29:57.932,-30.7,+04:25:54.10,-145.9,337.491383,+04.431694,~,~,~,6.09,5.70,F8(V)
1332,3,0.42,* 37 Peg B,22:29:57.973,-30.7,+04:25:53.86,-145.9,337.491554,+04.431628,~,~,~,8.26,7.59,A4(V)
1344,2,1.39,PMSC 17535+0428,17:58:24.5,~,+04:27:42,~,269.6021,+04.4617,~,~,~,~,~,~
1348,2,6.07,NLTT 45827,18:02:38.60,-58,+04:28:52.6,-220,270.66083,+04.48128,~,~,~,15.9,14.64,~
1352,2,0.03,Ross 413,06:06:29.99221,152.74,+04:30:41.2946,-789.93,091.62496756,+04.51147073,18.77,36.20,0.000121,11.91,10.88,K4
1366,2,0.06,HD 74156c,08:42:25.1222,~,+04:34:41.151,~,130.6046758,+04.5780975,~,~,~,~,~,~
1366,3,0.06,HD 74156b,08:42:25.1222,~,+04:34:41.151,~,130.6046758,+04.5780975,~,~,~,~,~,~
1366,4,0.1,HD 74156d,08:42:25.12,~,+04:34:41.2,~,130.60467,+04.57811,~,~,~,~,~,~
1367,2,0.18,HD 192699b,20:16:06.00,~,+04:34:50.8,~,304.02500,+04.58078,~,~,~,~,~,~
1370,2,0.18,* eps Mon,06:23:46.10,~,+04:35:34.2,~,095.94208,+04.59283,~,~,~,4.51,4.30,A7IV+F4V
1370,3,9.84,1RXS J062346.2+043544,06:23:46.20,~,+04:35:44.0,~,095.94250,+04.59556,~,~,~,~,~,~
1371,2,4.57,1RXS J062346.2+043544,06:23:46.20,~,+04:35:44.0,~,095.94250,+04.59556,~,~,~,~,~,~
1388,2,0.58,** LDS 9181,04:55:55.9,~,+04:40:13,~,073.9829,+04.6703,~,~,~,~,~,~
1405,2,0.95,** TOK 231,02:22:00.8,~,+04:44:48,~,035.5033,+04.7467,~,~,~,~,~,~
1411,2,0.05,HD 209262,22:01:54.12911,67.60,+04:46:13.6454,-101.51,330.47553795,+04.77045705,20.12,-43.10,-0.000144,8.68,8.02,G6V
1411,3,0.6,** STT 4228AB,22:01:54.1,~,+04:46:14,~,330.4754,+04.7706,~,~,~,~,~,~
1420,2,0.1,HAT-P-35b,08:13:00.18,~,+04:47:13.4,~,123.25075,+04.78706,~,~,~,~,~,~
1422,2,2.21,** LEP 34,09:00:48.5,~,+04:47:39,~,135.2021,+04.7942,~,~,~,~,~,~
1428,2,9.59,[WTF2008] Main 606,06:32:08.904,~,+04:49:17.27,~,098.037100,+04.821464,~,~,~,~,~,~
1444,2,0.81,RX J0030.1+0451,00:30:08.74,~,+04:51:36.7,~,007.53642,+04.86019,~,~,~,~,~,~
1459,2,3.67,* 77 Psc B,01:05:51.302,35.57,+04:54:36.93,-126.96,016.463758,+04.910258,23.28,-7.00,-0.000023,7.74,7.25,F5/7(V)
1470,2,0.87,ULAS J033305.35+045729.4,03:33:05.355,~,+04:57:29.48,~,053.272312,+04.958189,~,~,~,~,~,~
1470,3,1.9,ULAS J033305.17+045729.5,03:33:05.175,~,+04:57:29.56,~,053.271563,+04.958211,~,~,~,~,~,M8/9Ve
1479,2,0.04,HD 196795,20:39:37.70965,863.38,+04:58:19.3401,76.29,309.90712355,+04.97203892,59.80,-41.90,-0.000140,9.084,7.842,K5V
1479,3,0.81,HD 196795B,20:39:37.758,873.9,+04:58:18.93,90.6,309.907325,+04.971925,~,~,~,11.16,9.57,~
1485,2,9.44,GAT 1022,17:56:52.3,~,+04:59:06,~,269.2179,+04.9850,~,~,~,8.18,7.73,F3V
1490,2,2.52,** STF 1343,09:19:58.34,~,+04:59:58.6,~,139.99308,+04.99961,~,~,~,~,~,~
1490,3,7.27,HD 80462B,09:19:57.721,-71.7,+04:59:58.74,-35.5,139.990504,+04.999650,~,~,~,10.43,9.49,G5
1491,2,7.06,HD 80462,09:19:58.3365,-81.1,+04:59:58.629,-40.0,139.9930688,+04.9996192,~,-6.4,-0.000021,10.11,9.28,G5
1496,2,1.33,** HEI 896,18:12:29.14,~,+05:00:31.5,~,273.12142,+05.00875,~,~,~,~,~,~
1501,2,6.39,1RXS J233552.7+050112,23:35:52.70,~,+05:01:12.0,~,353.96958,+05.02000,~,~,~,~,~,~
1510,2,0.13,TYC 25-1005-1,01:02:24.561,321.7,+05:03:41.21,225.5,015.602338,+05.061447,~,~,~,9.71,8.49,~
1510,3,0.4,TYC 25-1005-2,01:02:24.587,321.7,+05:03:41.51,225.5,015.602446,+05.061531,~,~,~,11.18,10.07,~
1510,4,0.49,WDS J01024+0504AC,01:02:24.6,~,+05:03:41,~,015.6025,+05.0614,~,~,~,~,~,~
1515,2,1.4,HD 32022A,05:00:29.686,35.1,+05:05:56.25,-37.7,075.123692,+05.098958,~,~,~,9.080,8.502,~
1515,3,1.43,HD 32022,05:00:29.68720,36.64,+05:05:56.2831,-31.36,075.12369667,+05.09896752,17.98,-10.50,-0.000035,8.59,8.02,G2/3V
1516,2,0.45,HD 32022,05:00:29.68720,36.64,+05:05:56.2831,-31.36,075.12369667,+05.09896752,17.98,-10.50,-0.000035,8.59,8.02,G2/3V
1516,3,0.87,HD 32022B,05:00:29.607,35.1,+05:05:55.73,-37.7,075.123363,+05.098814,~,~,~,9.77,9.08,~
1517,2,0.11,HD 32022,05:00:29.68720,36.64,+05:05:56.2831,-31.36,075.12369667,+05.09896752,17.98,-10.50,-0.000035,8.59,8.02,G2/3V
1517,3,1.23,HD 32022B,05:00:29.607,35.1,+05:05:55.73,-37.7,075.123363,+05.098814,~,~,~,9.77,9.08,~
1518,2,0.18,** LEP 24,06:17:16.13,~,+05:06:00.3,~,094.31721,+05.10008,~,~,~,~,~,~
1521,2,0.81,PMSC 13411+0537,13:46:06.8,~,+05:06:56,~,206.5283,+05.1156,~,~,~,~,~,~
1521,3,1.11,ADS 9019 B,13:46:06.74,~,+05:06:55.2,~,206.52808,+05.11533,~,~,~,8.1,8.10,~
1527,2,6.09,VB 10 b,19:16:57.62,~,+05:09:02.2,~,289.24008,+05.15061,~,~,~,~,~,~
1532,2,0.2,HD 180617,19:16:55.25687,-578.78,+05:10:08.0510,-1331.95,289.23023698,+05.16890306,170.36,35.74,0.000119,10.63,9.115,M3V
1548,2,0.67,WDS J20312+0513A,20:31:13.5,~,+05:13:09,~,307.8062,+05.2192,~,-51.62,-0.000172,9.61,8.74,~
1549,2,0.71,V* MR Del,20:31:13.46402,304.70,+05:13:08.5147,281.28,307.80610008,+05.21903185,20.60,-51.10,-0.000170,11.71,8.768,K0V
1550,2,1.83,V* MR Del,20:31:13.46402,304.70,+05:13:08.5147,281.28,307.80610008,+05.21903185,20.60,-51.10,-0.000170,11.71,8.768,K0V
1553,2,0.05,* alf CMi,07:39:18.11950,-714.59,+05:13:29.9552,-1036.80,114.82549791,+05.22498756,284.56,-3.2,-0.000011,0.79,0.37,F5IV-V+DQZ
1553,3,4.86,* alf CMi B,07:39:17.88,-709,+05:13:26.8,-1024,114.82449,+05.22410,285.9 ,~,~,10.7,10.92,DQZ
1554,2,3.44,* alf CMi,07:39:18.11950,-714.59,+05:13:29.9552,-1036.80,114.82549791,+05.22498756,284.56,-3.2,-0.000011,0.79,0.37,F5IV-V+DQZ
1554,3,4.25,* alf CMi B,07:39:17.88,-709,+05:13:26.8,-1024,114.82449,+05.22410,285.9 ,~,~,10.7,10.92,DQZ
1610,2,0.1,HD 4628,00:48:22.97665,757.11,+05:16:50.2129,-1141.33,012.09573603,+05.28061469,134.14,-10.14,-0.000034,6.64,5.74,K2.5V
1613,2,0.95,CCDM J04448+0517A,04:44:48.23,~,+05:17:22.3,~,071.20096,+05.28953,~,~,~,~,~,~
1613,3,1.65,BD+05 718B,04:44:48.27,-103,+05:17:21.3,-51,071.20113,+05.28925,~,-20,-0.000067,~,9.0,G5
1614,2,3.59,CCDM J04448+0517A,04:44:48.23,~,+05:17:22.3,~,071.20096,+05.28953,~,~,~,~,~,~
1614,3,4.32,BD+05 718B,04:44:48.27,-103,+05:17:21.3,-51,071.20113,+05.28925,~,-20,-0.000067,~,9.0,G5
1615,2,0.92,CCDM J13563+0517AB,13:56:20.48229,52.47,+05:17:22.9314,-57.90,209.08534289,+05.28970317,18.22,8.20,0.000027,8.51,8.07,F5
1616,2,5.54,CCDM J04448+0517A,04:44:48.23,~,+05:17:22.3,~,071.20096,+05.28953,~,~,~,~,~,~
1616,3,6.28,BD+05 718B,04:44:48.27,-103,+05:17:21.3,-51,071.20113,+05.28925,~,-20,-0.000067,~,9.0,G5
1617,2,0.68,TYC 315-332-2,13:56:20.542,44.8,+05:17:22.53,-59.0,209.085592,+05.289592,~,~,~,9.26,8.74,~
1618,2,1.0,TYC 315-332-2,13:56:20.542,44.8,+05:17:22.53,-59.0,209.085592,+05.289592,~,~,~,9.26,8.74,~
1622,2,4.54,BD+04 701B,04:30:12.2771,26.50,+05:17:56.092,-1.20,067.5511546,+05.2989144,~,~,~,11.37,10.67,F8
1623,2,5.64,BD+04 701A,04:30:12.57693,97.46,+05:17:55.7401,119.01,067.55240387,+05.29881669,93.67,~,~,11.13,10.56,F8
1627,2,3.22,CSI+06 2599 3,12:22:31.9,~,+05:18:39,~,185.6329,+05.3108,~,~,~,7.0,6.4,F7
1654,2,9.78,LHS 6299,16:01:21.661,-326,+05:23:43.95,-289,240.340254,+05.395542,~,~,~,17.4,~,M:
1655,2,0.07,TYC 108-172-1,05:22:11.205,44.1,+05:23:43.10,-51.3,080.546687,+05.395306,~,~,~,7.47,7.00,~
1655,3,4.63,1RXS J052210.9+052343,05:22:10.90,~,+05:23:43.0,~,080.54542,+05.39528,~,~,~,~,~,~
1655,4,7.83,BD+05 899B,05:22:11.483,14.9,+05:23:49.78,-60.0,080.547846,+05.397161,~,~,~,10.6,~,~
1660,2,2.3,BD+04 4994A,23:18:54.60,~,+05:24:20.3,~,349.72750,+05.40564,~,~,~,9.0,~,K1V
1660,3,2.3,BD+04 4994B,23:18:54.60,~,+05:24:20.3,~,349.72750,+05.40564,~,~,~,10.0,~,K4V
1668,2,0.06,HD 148980,16:31:38.54406,-37.73,+05:26:01.3188,-23.29,247.91060026,+05.43369966,8.45,-13.9,-0.000046,8.03,7.72,A3
1668,3,6.93,BD+05 3221B,16:31:38.201,-44.8,+05:26:06.03,-27.0,247.909171,+05.435008,~,~,~,10.3,~,~
1670,2,6.81,CCDM J16316+0526A,16:31:38.54,~,+05:26:01.3,~,247.91058,+05.43369,~,~,~,~,~,~
