target_id,rank,sep,simbad_identifier,ra,pm_ra,dec,pm_dec,ra_d,dec_d,plx,rv,z,magB,magV,sp_type
18323,4,3.15,[GHG2001] 40,12:28:12.37,~,+44:05:43.2,~,187.05154,+44.09533,~,~,~,19.14,18.39,~
18323,5,5.49,SDSS J122811.96+440547.2,12:28:11.963,~,+44:05:47.29,~,187.049846,+44.096469,~,~,~,~,~,~
18323,6,5.52,[GHG2001] 39,12:28:12.14,~,+44:05:47.5,~,187.05058,+44.09653,~,~,~,~,~,~
18323,7,5.68,[GHG2001] 36,12:28:12.01,~,+44:05:47.6,~,187.05004,+44.09656,~,~,~,18.63,18.43,~
18323,8,6.04,[RJG2008] 17,12:28:12.40,~,+44:05:47.1,~,187.05167,+44.09642,~,~,~,~,~,~
18323,9,6.34,[SSC2012] A40,12:28:12.584,~,+44:05:38.39,~,187.052433,+44.093997,~,~,~,20.84,20.17,~
18324,2,3.88,[GHG2001] 32,12:28:11.25,~,+44:05:44.1,~,187.04687,+44.09558,~,~,~,~,~,~
18324,3,4.81,[CW2009] N4449-11,12:28:10.87,~,+44:05:40.2,~,187.04529,+44.09450,~,~,~,~,~,~
18324,4,5.03,[ATA2011] 42,12:28:11.30,~,+44:05:42.4,~,187.04708,+44.09511,~,~,~,20.02,19.77,~
18324,5,6.46,[BCH97] Fil 25,12:28:10.3,~,+44:05:45,~,187.0429,+44.0958,~,~,~,~,~,~
18324,6,6.6,[GHG2001] 33,12:28:11.33,~,+44:05:40.3,~,187.04721,+44.09453,~,~,~,~,~,~
18324,7,7.39,[RW2000] NGC 4449 X-2,12:28:10.5,~,+44:05:51,~,187.0438,+44.0975,~,~,~,~,~,~
18324,8,7.39,[CW2009] N4449-13,12:28:11.12,~,+44:05:38.0,~,187.04633,+44.09389,~,~,~,~,~,~
18324,9,7.5,[ATA2011] 46,12:28:10.24,~,+44:05:42.6,~,187.04267,+44.09517,~,~,~,20.62,19.99,~
18325,2,9.08,[ATA2011] 21,12:28:16.58,~,+44:05:36.6,~,187.06908,+44.09350,~,~,~,20.33,19.59,~
18326,2,2.28,[GHG2001] 39,12:28:12.14,~,+44:05:47.5,~,187.05058,+44.09653,~,~,~,~,~,~
18326,3,2.9,[GHG2001] 40,12:28:12.37,~,+44:05:43.2,~,187.05154,+44.09533,~,~,~,19.14,18.39,~
18326,4,3.51,[GHG2001] 36,12:28:12.01,~,+44:05:47.6,~,187.05004,+44.09656,~,~,~,18.63,18.43,~
18326,5,3.85,SDSS J122811.96+440547.2,12:28:11.963,~,+44:05:47.29,~,187.049846,+44.096469,~,~,~,~,~,~
18326,6,5.02,RX J122812.2+440541,12:28:12.26,~,+44:05:41.0,~,187.05108,+44.09472,~,~,~,~,~,~
18326,7,6.86,[ATA2011] 32,12:28:12.81,~,+44:05:50.1,~,187.05337,+44.09725,~,~,~,20.66,19.61,~
18326,8,6.96,[RJG2008] 16,12:28:11.85,~,+44:05:41.0,~,187.04937,+44.09472,~,~,~,~,~,~
18326,9,7.1,[ATA2011] 38,12:28:12.11,~,+44:05:39.2,~,187.05046,+44.09422,~,~,~,18.01,17.68,~
18330,2,6.1,[BCH97] Fil 24,12:28:10.9,~,+44:05:59,~,187.0454,+44.0997,~,~,~,~,~,~
18330,3,7.51,[GHG2001] 30,12:28:11.12,~,+44:05:45.6,~,187.04633,+44.09600,~,~,~,19.30,18.67,~
18330,4,8.23,[OWB2005] NGC 4449 P8,12:28:10.40,~,+44:05:58.1,~,187.04333,+44.09947,~,~,~,~,~,~
18330,5,9.3,[GHG2001] 32,12:28:11.25,~,+44:05:44.1,~,187.04687,+44.09558,~,~,~,~,~,~
18330,6,9.53,[FKT92] NGC 4449 2,12:28:10.4,~,+44:06:00,~,187.0433,+44.1000,~,~,~,~,~,~
18331,2,5.14,[LBZ2013] NGC 4449 46,12:28:14.10,~,+44:05:59.0,~,187.05875,+44.09972,~,~,~,~,~,~
18331,3,5.44,NVSS J122814+440633,12:28:14.20,~,+44:06:00.0,~,187.05917,+44.10000,~,~,~,~,~,~
18331,4,6.7,[LBZ2013] NGC 4449 50,12:28:14.40,~,+44:06:01.7,~,187.06000,+44.10047,~,~,~,~,~,~
18331,5,7.52,[LBZ2013] NGC 4449 53,12:28:14.60,~,+44:06:02.2,~,187.06083,+44.10061,~,~,~,~,~,~
18331,6,9.46,[LBZ2013] NGC 4449 52,12:28:14.50,~,+44:06:04.4,~,187.06042,+44.10122,~,~,~,~,~,~
18331,7,9.6,[LBZ2013] NGC 4449 13,12:28:14.40,~,+44:05:45.4,~,187.06000,+44.09594,~,~,~,~,~,~
18333,2,4.34,[LBZ2013] NGC 4449 12,12:28:13.30,~,+44:05:56.1,~,187.05542,+44.09892,~,~,~,~,~,~
18333,3,5.25,[ATA2011] 28,12:28:12.85,~,+44:06:04.0,~,187.05354,+44.10111,~,~,~,20.46,20.16,~
18333,4,7.1,[LBZ2013] NGC 4449 7,12:28:13.00,~,+44:06:06.1,~,187.05417,+44.10169,~,~,~,~,~,~
18333,5,9.13,[ATA2011] 32,12:28:12.81,~,+44:05:50.1,~,187.05337,+44.09725,~,~,~,20.66,19.61,~
18334,2,3.8,[LBZ2013] NGC 4449 54,12:28:15.20,~,+44:06:04.0,~,187.06333,+44.10111,~,~,~,~,~,~
18334,3,4.6,[LBZ2013] NGC 4449 52,12:28:14.50,~,+44:06:04.4,~,187.06042,+44.10122,~,~,~,~,~,~
18334,4,4.99,[LBZ2013] NGC 4449 53,12:28:14.60,~,+44:06:02.2,~,187.06083,+44.10061,~,~,~,~,~,~
18334,5,6.89,[LBZ2013] NGC 4449 50,12:28:14.40,~,+44:06:01.7,~,187.06000,+44.10047,~,~,~,~,~,~
18334,6,8.22,[BCH97] Fil 8,12:28:14.5,~,+44:05:59,~,187.0604,+44.0997,~,~,~,~,~,~
18334,7,9.26,[LBZ2013] NGC 4449 55,12:28:15.30,~,+44:05:57.8,~,187.06375,+44.09939,~,~,~,~,~,~
18334,8,9.64,NVSS J122814+440633,12:28:14.20,~,+44:06:00.0,~,187.05917,+44.10000,~,~,~,~,~,~
18336,2,1.42,[CW2009] N4449-17,12:28:12.77,~,+44:06:12.2,~,187.05321,+44.10339,~,~,~,~,~,~
18336,3,3.69,[GHG2001] 43,12:28:13.03,~,+44:06:12.0,~,187.05429,+44.10333,~,~,~,18.25,18.21,~
18336,4,4.7,[SSC2012] A42,12:28:12.541,~,+44:06:15.38,~,187.052254,+44.104272,~,~,~,21.48,21.11,~
18336,5,5.87,[LBZ2013] NGC 4449 7,12:28:13.00,~,+44:06:06.1,~,187.05417,+44.10169,~,~,~,~,~,~
18336,6,7.18,[ATA2011] 28,12:28:12.85,~,+44:06:04.0,~,187.05354,+44.10111,~,~,~,20.46,20.16,~
18339,2,3.19,CasHII PGC 40973 i,12:28:20.0,~,+44:06:12,~,187.0833,+44.1033,~,~,~,~,~,~
18339,3,4.45,[LBZ2013] NGC 4449 18,12:28:19.50,~,+44:06:13.9,~,187.08125,+44.10386,~,~,~,~,~,~
18339,4,6.33,[RPC2011] X43,12:28:20.02,~,+44:06:21.2,~,187.08341,+44.10589,~,~,~,~,~,~
18339,5,8.67,[BCH97] Fil 10,12:28:19.1,~,+44:06:14,~,187.0796,+44.1039,~,~,~,~,~,~
18340,2,4.05,[CW2009] N4449-17,12:28:12.77,~,+44:06:12.2,~,187.05321,+44.10339,~,~,~,~,~,~
18340,3,4.17,[RJG2008] 19,12:28:12.79,~,+44:06:12.0,~,187.05329,+44.10333,~,~,~,~,~,~
18340,4,4.24,[GHG2001] 43,12:28:13.03,~,+44:06:12.0,~,187.05429,+44.10333,~,~,~,18.25,18.21,~
18340,5,7.04,[LBZ2013] NGC 4449 10,12:28:13.10,~,+44:06:22.7,~,187.05458,+44.10631,~,~,~,~,~,~
18340,6,7.39,[RW2000] NGC 4449 X-5,12:28:13.3,~,+44:06:22,~,187.0554,+44.1061,~,~,~,~,~,~
18340,7,7.46,[LB2005] NGC 4449 X3,12:28:12.99,~,+44:06:23.4,~,187.05412,+44.10650,~,~,~,20.32,20.07,~
18340,8,9.96,[LBZ2013] NGC 4449 7,12:28:13.00,~,+44:06:06.1,~,187.05417,+44.10169,~,~,~,~,~,~
18340,9,9.97,[RJG2008] 25,12:28:13.76,~,+44:06:12.3,~,187.05733,+44.10342,~,~,~,~,~,~
18341,2,2.94,[BCH97] Fil 10,12:28:19.1,~,+44:06:14,~,187.0796,+44.1039,~,~,~,~,~,~
18341,3,6.38,[HVG99] 6-4,12:28:18.7,~,+44:06:10,~,187.0779,+44.1028,~,~,~,~,~,~
18341,4,6.8,[LBZ2013] NGC 4449 18,12:28:19.50,~,+44:06:13.9,~,187.08125,+44.10386,~,~,~,~,~,~
18341,5,6.8,[LBZ2013] NGC 4449 69,12:28:18.90,~,+44:06:09.2,~,187.07875,+44.10256,~,~,~,~,~,~
18341,6,7.2,[ATA2011] 8,12:28:18.79,~,+44:06:23.1,~,187.07829,+44.10642,~,206.4,0.000689,20.22,19.48,~
18342,2,4.14,CasHII PGC 40973 i,12:28:20.0,~,+44:06:12,~,187.0833,+44.1033,~,~,~,~,~,~
18342,3,4.79,[LBZ2013] NGC 4449 18,12:28:19.50,~,+44:06:13.9,~,187.08125,+44.10386,~,~,~,~,~,~
18342,4,5.36,[RPC2011] X43,12:28:20.02,~,+44:06:21.2,~,187.08341,+44.10589,~,~,~,~,~,~
18342,5,8.85,[BCH97] Fil 10,12:28:19.1,~,+44:06:14,~,187.0796,+44.1039,~,~,~,~,~,~
18344,2,1.81,[RJG2008] 28,12:28:14.88,~,+44:06:23.2,~,187.06200,+44.10644,~,~,~,~,~,~
18344,3,5.4,[LBZ2013] NGC 4449 51,12:28:14.40,~,+44:06:24.6,~,187.06000,+44.10683,~,~,~,~,~,~
18344,4,6.37,[BCH97] Fil 35,12:28:15.1,~,+44:06:31,~,187.0629,+44.1086,~,~,~,~,~,~
18344,5,9.83,[LBZ2013] NGC 4449 64,12:28:14.20,~,+44:06:18.7,~,187.05917,+44.10519,~,~,~,~,~,~
18345,2,4.68,[RJG2008] 37,12:28:17.69,~,+44:06:29.1,~,187.07371,+44.10808,~,~,~,~,~,~
18345,3,5.31,[CW2009] N4449-25,12:28:17.67,~,+44:06:29.7,~,187.07362,+44.10825,~,~,~,~,~,~
18345,4,8.93,RX J122818.0+440634,12:28:17.83,~,+44:06:33.9,~,187.07429,+44.10942,~,~,~,~,~,~
18345,5,9.5,[BCH97] Fil 11,12:28:17.1,~,+44:06:29,~,187.0712,+44.1081,~,~,~,~,~,~
18345,6,9.77,[ATA2011] 8,12:28:18.79,~,+44:06:23.1,~,187.07829,+44.10642,~,206.4,0.000689,20.22,19.48,~
18347,2,2.5,[CW2009] N4449-25,12:28:17.67,~,+44:06:29.7,~,187.07362,+44.10825,~,~,~,~,~,~
18347,3,4.42,[BCH97] Fil 11,12:28:17.1,~,+44:06:29,~,187.0712,+44.1081,~,~,~,~,~,~
18347,4,6.71,CasHII PGC 40973 h,12:28:18.0,~,+44:06:24,~,187.0750,+44.1067,~,~,~,~,~,~
18347,5,6.89,RX J122818.0+440634,12:28:17.83,~,+44:06:33.9,~,187.07429,+44.10942,~,~,~,~,~,~
18348,2,2.39,[RJG2008] 30,12:28:16.02,~,+44:06:29.3,~,187.06675,+44.10814,~,~,~,~,~,~
18348,3,2.76,[GHG2001] 52,12:28:16.05,~,+44:06:29.6,~,187.06687,+44.10822,~,~,~,20.22,18.55,~
18348,4,5.44,CasHII PGC 40973 f,12:28:16.0,~,+44:06:24,~,187.0667,+44.1067,~,~,~,~,~,~
18348,5,6.47,[GHG2001] 50,12:28:15.43,~,+44:06:34.1,~,187.06429,+44.10947,~,~,~,~,~,~
18348,6,7.8,[BCH97] Fil 35,12:28:15.1,~,+44:06:31,~,187.0629,+44.1086,~,~,~,~,~,~
18349,2,8.39,[CW2009] N4449-25,12:28:17.67,~,+44:06:29.7,~,187.07362,+44.10825,~,~,~,~,~,~
18349,3,8.72,[RJG2008] 37,12:28:17.69,~,+44:06:29.1,~,187.07371,+44.10808,~,~,~,~,~,~
18349,4,9.26,[GHG2001] 52,12:28:16.05,~,+44:06:29.6,~,187.06687,+44.10822,~,~,~,20.22,18.55,~
18349,5,9.61,[RJG2008] 34,12:28:16.32,~,+44:06:38.3,~,187.06800,+44.11064,~,~,~,~,~,~
18349,6,9.63,[RJG2008] 30,12:28:16.02,~,+44:06:29.3,~,187.06675,+44.10814,~,~,~,~,~,~
18350,2,7.06,[RJG2008] 34,12:28:16.32,~,+44:06:38.3,~,187.06800,+44.11064,~,~,~,~,~,~
18350,3,9.01,[RJG2008] 33,12:28:16.26,~,+44:06:40.8,~,187.06775,+44.11133,~,~,~,~,~,~
18350,4,9.84,[CW2009] N4449-25,12:28:17.67,~,+44:06:29.7,~,187.07362,+44.10825,~,~,~,~,~,~
18351,2,5.39,[LBZ2013] NGC 4449 11,12:28:13.20,~,+44:06:41.9,~,187.05500,+44.11164,~,~,~,~,~,~
18351,3,6.48,[RPC2011] X44,12:28:13.33,~,+44:06:47.1,~,187.05553,+44.11308,~,~,~,~,~,~
18351,4,6.88,[LBZ2013] NGC 4449 43-1,12:28:13.80,~,+44:06:35.2,~,187.05750,+44.10978,~,~,~,~,~,~
18351,5,7.35,[LBZ2013] NGC 4449 45-3,12:28:14.00,~,+44:06:35.4,~,187.05833,+44.10983,~,~,~,~,~,~
18351,6,8.91,[LBZ2013] NGC 4449 44-2,12:28:14.00,~,+44:06:33.7,~,187.05833,+44.10936,~,~,~,~,~,~
18351,7,9.09,[BCH97] Fil 1,12:28:13.3,~,+44:06:34,~,187.0554,+44.1094,~,~,~,~,~,~
18351,8,9.6,[LBZ2013] NGC 4449 9,12:28:13.10,~,+44:06:34.9,~,187.05458,+44.10969,~,~,~,~,~,~
18353,2,5.31,[RJG2008] 35,12:28:16.41,~,+44:06:43.6,~,187.06837,+44.11211,~,~,~,~,~,~
18353,3,7.24,[RJG2008] 33,12:28:16.26,~,+44:06:40.8,~,187.06775,+44.11133,~,~,~,~,~,~
18353,4,7.57,[ATA2011] 7,12:28:17.57,~,+44:06:45.3,~,187.07321,+44.11258,~,~,~,20.95,20.19,~
18353,5,7.82,[RJG2008] 34,12:28:16.32,~,+44:06:38.3,~,187.06800,+44.11064,~,~,~,~,~,~
18353,6,8.3,[CW2009] N4449-24,12:28:16.13,~,+44:06:43.3,~,187.06721,+44.11203,~,~,~,~,~,~
18353,7,8.3,[RJG2008] 31,12:28:16.13,~,+44:06:42.6,~,187.06721,+44.11183,~,~,~,~,~,~
18353,8,8.32,[RJG2008] 32,12:28:16.14,~,+44:06:44.5,~,187.06725,+44.11236,~,~,~,~,~,~
18355,2,9.36,[LBZ2013] NGC 4449 68,12:28:18.80,~,+44:06:54.3,~,187.07833,+44.11508,~,~,~,~,~,~
18358,2,4.75,[HVG99] 4-4,12:28:18.3,~,+44:06:44,~,187.0763,+44.1122,~,~,~,~,~,~
18358,3,9.4,[ATA2011] 4,12:28:17.88,~,+44:06:55.4,~,187.07450,+44.11539,~,~,~,20.90,20.52,~
18359,2,4.11,[RJG2008] 8,12:28:10.38,~,+44:06:46.1,~,187.04325,+44.11281,~,~,~,~,~,~
18359,3,4.26,[RJG2008] 13,12:28:10.87,~,+44:06:51.5,~,187.04529,+44.11431,~,~,~,~,~,~
18359,4,4.78,[CW2009] N4449-12,12:28:10.93,~,+44:06:48.8,~,187.04554,+44.11356,~,~,~,~,~,~
18359,5,4.97,[RJG2008] 14,12:28:10.94,~,+44:06:48.5,~,187.04558,+44.11347,~,~,~,~,~,~
18359,6,4.98,[HVG99] 3-1,12:28:10.91,~,+44:06:47.7,~,187.04546,+44.11325,~,~,~,~,~,~
18359,7,5.01,[MLM2013] D,12:28:10.94444,~,+44:06:48.5146,~,187.04560183,+44.11347628,~,~,~,~,~,~
18359,8,5.02,[MLM2013] F,12:28:10.94588,~,+44:06:48.5423,~,187.04560783,+44.11348397,~,~,~,~,~,~
18359,9,5.02,[MLM2013] E,12:28:10.94481,~,+44:06:48.5008,~,187.04560338,+44.11347244,~,~,~,~,~,~
18360,2,0.01,HD 220105,23:20:44.09893,-8.95,+44:06:58.2074,-36.13,350.18374554,+44.11616873,13.29,-1.80,-0.000006,6.380,6.240,A5Vn
18361,2,3.23,[OWB2005] NGC 4449 P15,12:28:13.26,~,+44:06:55.8,~,187.05525,+44.11550,~,~,~,~,~,~
18361,3,4.29,[RJG2008] 22,12:28:12.99,~,+44:06:56.3,~,187.05412,+44.11564,~,~,~,~,~,~
18361,4,4.41,[HVG99] 4-9,12:28:13.0,~,+44:06:56,~,187.0542,+44.1156,~,~,~,~,~,~
18361,5,4.55,RX J122813.6+440700,12:28:13.71,~,+44:07:00.1,~,187.05713,+44.11669,~,~,~,~,~,~
18361,6,4.95,[GHG2001] 45,12:28:13.51,~,+44:07:03.4,~,187.05629,+44.11761,~,~,~,~,~,~
18361,7,8.84,[GHG2001] 41,12:28:12.51,~,+44:07:01.4,~,187.05212,+44.11706,~,~,~,~,~,~
18361,8,9.06,[HVG99] 4-6,12:28:13.4,~,+44:07:08,~,187.0558,+44.1189,~,~,~,~,~,~
18362,2,3.8,CasHII PGC 40973 d,12:28:14.0,~,+44:07:06,~,187.0583,+44.1183,~,~,~,~,~,~
18362,3,5.31,[BKD2008] WR 283,12:28:13.86,~,+44:07:10.4,~,187.05775,+44.11956,~,210,0.00070,~,~,~
18362,4,5.31,[RJG2008] 26,12:28:13.86,~,+44:07:10.4,~,187.05775,+44.11956,~,~,~,~,~,~
18362,5,5.88,[CW2009] N4449-20,12:28:13.82,~,+44:07:10.8,~,187.05758,+44.11967,~,~,~,~,~,~
18362,6,6.05,[RJG2008] 27,12:28:14.83,~,+44:07:10.0,~,187.06179,+44.11944,~,~,~,~,~,~
18362,7,6.81,[HVG99] 6-1,12:28:14.6,~,+44:07:14,~,187.0608,+44.1206,~,~,~,~,~,~
18362,8,7.8,CasHII PGC 40973 e,12:28:15.0,~,+44:07:06,~,187.0625,+44.1183,~,~,~,~,~,~
18362,9,8.87,[RJG2008] 29,12:28:15.09,~,+44:07:10.5,~,187.06288,+44.11958,~,~,~,~,~,~
18363,2,2.98,[CW2009] N4449-20,12:28:13.82,~,+44:07:10.8,~,187.05758,+44.11967,~,~,~,~,~,~
18363,3,3.13,[BKD2008] WR 283,12:28:13.86,~,+44:07:10.4,~,187.05775,+44.11956,~,210,0.00070,~,~,~
18363,4,3.13,[RJG2008] 26,12:28:13.86,~,+44:07:10.4,~,187.05775,+44.11956,~,~,~,~,~,~
18363,5,5.25,CasHII PGC 40973 d,12:28:14.0,~,+44:07:06,~,187.0583,+44.1183,~,~,~,~,~,~
18363,6,5.68,[GHG2001] 45,12:28:13.51,~,+44:07:03.4,~,187.05629,+44.11761,~,~,~,~,~,~
18363,7,8.98,RX J122813.6+440700,12:28:13.71,~,+44:07:00.1,~,187.05713,+44.11669,~,~,~,~,~,~
18363,8,9.81,[GHG2001] 46,12:28:13.56,~,+44:06:59.2,~,187.05650,+44.11644,~,~,~,~,~,~
18364,2,2.54,[RJG2008] 29,12:28:15.09,~,+44:07:10.5,~,187.06288,+44.11958,~,~,~,~,~,~
18364,3,3.19,CasHII PGC 40973 e,12:28:15.0,~,+44:07:06,~,187.0625,+44.1183,~,~,~,~,~,~
18364,4,3.73,[ATA2011] 9,12:28:14.56,~,+44:07:09.7,~,187.06067,+44.11936,~,~,~,19.02,18.92,~
18364,5,5.95,[HVG99] 6-1,12:28:14.6,~,+44:07:14,~,187.0608,+44.1206,~,~,~,~,~,~
18391,2,1.0,[BJR86] 28b,01:44:59.3,~,+44:13:19,~,026.2471,+44.2219,~,~,~,10.3,~,~
18393,2,2.27,[BJR86] 28a,01:44:59.3,~,+44:13:45,~,026.2471,+44.2292,~,~,~,10.8,~,~
18395,2,5.67,[MKS2009] 209,20:04:05.13,~,+44:13:59.0,~,301.02138,+44.23306,~,~,~,15.787,15.109,~
18397,2,0.02,HD 165170,18:02:30.86103,-36.46,+44:14:02.0126,-65.22,270.62858762,+44.23389240,12.30,-20.40,-0.000068,7.531,7.148,F2
18397,3,0.87,** BU 1127B,18:02:30.936,-40.1,+44:14:02.31,-67.4,270.628900,+44.233975,~,~,~,9.74,9.13,~
18398,2,4.82,IRAS 21467+4400,21:48:42.1,~,+44:14:55,~,327.1755,+44.2485,~,~,~,~,~,~
18400,2,8.65,JCMTSE J205853.8+441526,20:58:53.8,~,+44:15:26,~,314.7242,+44.2572,~,~,~,~,~,~
18401,2,0.11,** LEP 22,06:04:29.94,~,+44:15:37.6,~,091.12475,+44.26044,~,~,~,~,~,~
18401,3,0.67,HD 40979b,06:04:29.9,~,+44:15:38,~,091.1246,+44.2606,~,~,~,~,~,~
18427,2,6.77,1RXS J153945.3+441847,15:39:45.300,~,+44:18:47.02,~,234.938750,+44.313061,~,~,~,~,~,~
18431,2,1.42,IRAS 11007+4436,11:03:39.04,~,+44:19:45.9,~,165.91267,+44.32942,~,~,~,~,~,~
18433,2,0.15,* kap And b,23:40:24.51,~,+44:20:02.2,~,355.10213,+44.33394,~,~,~,~,~,~
18433,3,0.95,IRAS 23379+4403,23:40:24.58,~,+44:20:01.7,~,355.10242,+44.33381,~,~,~,~,~,~
18447,2,0.08,TYC 3049-742-1,14:41:33.223,-33.3,+44:22:40.72,-50.5,220.388429,+44.377978,~,~,~,8.87,8.26,~
18447,3,6.75,BD+45 2209B,14:41:33.31,~,+44:22:47.4,~,220.38879,+44.37983,~,~,~,~,12.6,~
18462,2,4.76,** GIC 159,19:53:54.48,~,+44:24:53.3,~,298.47700,+44.41481,~,~,~,~,~,~
18462,3,9.72,G 208-45,19:53:55.089,397,+44:24:55.03,-482,298.479536,+44.415287,220   ,5.43,0.000018,15.97,13.99,M6Ve
18463,2,9.03,** GIC 159,19:53:54.48,~,+44:24:53.3,~,298.47700,+44.41481,~,~,~,~,~,~
18463,3,9.08,G 208-44,19:53:54.432,397,+44:24:54.15,-482,298.476799,+44.415043,220   ,3,0.000010,15.31,13.41,M5.5Ve
18490,2,0.11,HD 116878A,13:25:48.140,21.6,+44:29:38.14,-7.7,201.450583,+44.493928,~,~,~,10.08,9.41,~
18490,3,0.34,HD 116878B,13:25:48.129,21.6,+44:29:38.44,-7.7,201.450537,+44.494011,~,~,~,9.47,8.70,~
18494,2,6.29,KOI-1248,19:17:37.378,~,+44:31:01.00,~,289.405742,+44.516944,~,~,~,~,~,~
18503,2,3.06,CCDM J05150+4432B,05:14:58.204,31,+44:31:44.36,-685,078.742517,+44.528989,~,~,~,15.4,14.7,~
18520,2,1.88,BD+43 347s,01:41:21.565,11.8,+44:34:37.34,-9.0,025.339854,+44.577039,~,~,~,11.8,10.8,G
18523,2,1.0,[BJR86] 18a,01:41:20.0,~,+44:34:45,~,025.3333,+44.5792,~,~,~,10.3,~,~
18526,2,2.44,TYC 3245-591-1,23:59:29.942,377.9,+44:36:07.10,159.2,359.874758,+44.601972,~,~,~,10.88,10.07,~
18526,3,2.46,BD+43 4596,23:59:29.94006,380.54,+44:36:07.1211,160.38,359.87475026,+44.60197809,18.14,~,~,10.8,9.7,K0
18527,2,0.24,BD+43 4596,23:59:29.94006,380.54,+44:36:07.1211,160.38,359.87475026,+44.60197809,18.14,~,~,10.8,9.7,K0
18527,3,4.43,2MASS J23593035+4436055,23:59:30.35,381,+44:36:05.5,161,359.87646,+44.60153,~,~,~,13.6,12.66,~
18528,2,0.11,BD+43 4596,23:59:29.94006,380.54,+44:36:07.1211,160.38,359.87475026,+44.60197809,18.14,~,~,10.8,9.7,K0
18528,3,4.56,2MASS J23593035+4436055,23:59:30.35,381,+44:36:05.5,161,359.87646,+44.60153,~,~,~,13.6,12.66,~
18529,2,0.75,KOI-7065.01,20:04:11.57,~,+44:36:10.8,~,301.04821,+44.60300,~,~,~,~,~,~
18540,2,0.03,TYC 3210-2003-1,22:02:56.659,-22.9,+44:38:59.47,-36.4,330.736079,+44.649853,~,~,~,5.666,5.715,~
18540,3,1.0,TYC 3210-2003-2,22:02:56.666,-22.9,+44:39:00.50,-36.4,330.736108,+44.650139,~,~,~,7.896,7.742,~
18541,2,0.13,TYC 3210-2003-1,22:02:56.659,-22.9,+44:38:59.47,-36.4,330.736079,+44.649853,~,~,~,5.666,5.715,~
18541,3,0.9,TYC 3210-2003-2,22:02:56.666,-22.9,+44:39:00.50,-36.4,330.736108,+44.650139,~,~,~,7.896,7.742,~
18542,2,1.0,V* V1942 Cyg,22:02:56.66068,-20.85,+44:38:59.5009,-33.02,330.73608616,+44.64986136,6.62,-10.40,-0.000035,5.565,5.596,A0IV
18542,3,1.04,TYC 3210-2003-1,22:02:56.659,-22.9,+44:38:59.47,-36.4,330.736079,+44.649853,~,~,~,5.666,5.715,~
18550,2,6.12,[BJR86] B3b,01:47:52.4,~,+44:40:02,~,026.9683,+44.6672,~,~,~,9.3,~,~
18551,2,2.27,[BJR86] B3b,01:47:52.4,~,+44:40:02,~,026.9683,+44.6672,~,~,~,9.3,~,~
18551,3,6.12,[BJR86] B3a,01:47:52.0,~,+44:40:03,~,026.9667,+44.6675,~,~,~,9.3,~,~
18564,2,7.9,HD 5789,01:00:03.55851,13.85,+44:42:47.6886,-23.83,015.01482713,+44.71324683,8.40,4.40,0.000015,6.033,6.064,B9.5Vn
18564,3,7.9,BD+43 193A,01:00:03.558,12.4,+44:42:47.69,-23.6,015.014825,+44.713247,~,~,~,6.01,6.05,~
18565,2,0.02,BD+43 193A,01:00:03.558,12.4,+44:42:47.69,-23.6,015.014825,+44.713247,~,~,~,6.01,6.05,~
18565,3,7.87,HD 5788,01:00:03.37,10,+44:42:40.1,-26,015.01404,+44.71114,~,17,0.000057,5.680,5.690,A2Vn
18572,2,0.04,BD+43 100,00:33:01.41403,223.17,+44:43:48.3063,-44.15,008.25589178,+44.73008508,11.22,49.98,0.000167,11.10,10.28,K0
18574,2,0.06,BD+45 2055A,12:37:57.97465,34.50,+44:44:16.9682,-51.86,189.49156103,+44.73804672,18.75,~,~,13.55,11.64,K7
18578,2,0.9,HD 216608A,22:53:40.156,-2.9,+44:44:56.98,-16.6,343.417317,+44.749161,~,~,~,6.193,5.940,A3Vm
18578,3,0.92,HD 216608,22:53:40.15601,-3.32,+44:44:56.9969,-14.62,343.41731673,+44.74916581,17.57,4.50,0.000015,6.075,5.808,kA3VmF2III/IVp
18579,2,0.12,HD 216608,22:53:40.15601,-3.32,+44:44:56.9969,-14.62,343.41731673,+44.74916581,17.57,4.50,0.000015,6.075,5.808,kA3VmF2III/IVp
18579,3,0.91,HD 216608B,22:53:40.097,-2.9,+44:44:56.18,-16.6,343.417071,+44.748939,~,~,~,8.30,7.72,F6V
18580,2,0.05,HD 216608A,22:53:40.156,-2.9,+44:44:56.98,-16.6,343.417317,+44.749161,~,~,~,6.193,5.940,A3Vm
18580,3,1.06,HD 216608B,22:53:40.097,-2.9,+44:44:56.18,-16.6,343.417071,+44.748939,~,~,~,8.30,7.72,F6V
18588,2,8.43,RX J1228.0+4447,12:28:04.20,~,+44:47:36.0,~,187.01750,+44.79333,~,~,~,~,~,~
18588,3,9.74,IDS 12232+4521,12:28:04.45,~,+44:47:39.5,~,187.01854,+44.79431,~,~,~,~,~,~
18588,4,9.78,HD 108574,12:28:04.44709,-178.88,+44:47:39.5266,-3.14,187.01852955,+44.79431294,22.93,-2.30,-0.000008,7.92,7.40,G5V
18589,2,0.11,IDS 12232+4521,12:28:04.45,~,+44:47:39.5,~,187.01854,+44.79431,~,~,~,~,~,~
18589,3,4.33,RX J1228.0+4447,12:28:04.20,~,+44:47:36.0,~,187.01750,+44.79333,~,~,~,~,~,~
